;nu_Contrato;qtdContratosAditivos
465;000312008;3
460;000312003;3
2806;005802011;3
2125;001992012;3
2845;006422014;3
352;000242004;3
1864;001592014;3
2051;001862010;3
1924;001682014;3
1926;001692005;3
257;000182006;3
313;000212008;3
1939;001702015;3
1945;001712015;3
1946;001722005;3
2043;001842014;3
1956;001732013;3
1960;001742007;3
1969;001752007;3
1970;001752013;3
1919;001672014;3
1975;001762007;3
1983;001772007;3
2033;001832009;3
4196;401012015;3
2024;001822008;3
2665;004362011;3
2001;001792010;3
4206;408012015;3
294;000202004;3
2658;004282013;3
290;0001G2013;3
2655;004262005;3
2654;004252013;3
2011;001802013;3
1979;001762014;3
1863;001592013;3
2623;004012013;3
2708;004572010;3
1865;001592015;3
2603;003742011;3
350;000242002;3
2742;004782012;3
2741;004772012;3
2070;001892011;3
1875;001602015;3
238;000172002;3
341;000232007;3
340;000232006;3
4160;300032011;3
2731;004702011;3
1881;001612014;3
4182;330082015;3
4170;300382005;3
2065;001882014;3
324;000222004;3
240;000172004;3
323;000222003;3
4248;601132013;3
4177;330012009;3
4179;330012015;3
1899;001642014;3
1900;001642015;3
1902;001652010;3
1903;001652011;3
2619;003942013;3
254;000182003;3
2610;003852006;3
1253;000902011;3
481;000322008;3
1730;001402010;3
559;000382008;3
2182;002092009;3
2877;0076A2013;3
1616;001262013;3
2546;003262013;3
1700;001362011;3
3843;160192014;3
4326;C00252014;3
2872;007462010;3
654;000452002;3
1703;001362015;3
655;000452005;3
183;000132008;3
2183;002092010;3
4316;999962001;3
3896;163062012;3
2945;010012015;3
2545;003252013;3
1696;001352014;3
181;000132006;3
3864;161012015;3
3911;164752014;3
2168;002072010;3
572;000392008;3
1689;001352004;3
2901;008572008;3
2933;009SA2011;3
602;000412002;3
3931;178012014;3
3933;185012014;3
605;000412007;3
2884;008022014;3
3944;200012014;3
3849;160682014;3
1731;001402011;3
2925;0094A2013;3
2550;003282013;3
3955;200142013;3
168;000122007;3
615;000422004;3
2554;003312010;3
3817;121012014;3
2150;002032013;3
2959;010052009;3
684;000472007;3
2961;010052011;3
1593;001232015;3
1648;001302009;3
2142;002022009;3
2140;002012009;3
2964;010062011;3
1725;001392015;3
3982;206012015;3
4315;999952001;3
2187;002102010;3
2537;003202010;3
1712;001382005;3
1709;001372013;3
627;000432002;3
3965;201082012;3
3833;153042011;3
1656;001312009;3
2197;002122009;3
4341;CC0152013;3
1600;001242015;3
162;00012010A;3
671;000462007;3
3836;160032014;3
3732;101322012;4
629;000432004;4
4402;D00452013;4
3726;101232014;4
3872;161132013;4
3389;030012009;4
3392;030012014;4
4171;300412005;4
3875;161382013;4
1152;000812013;4
1140;000802012;4
1129;000792015;4
1132;0007A2011;4
3877;161402013;4
4498;TP0012012;4
760;000512004;4
1177;000832013;4
685;000472008;4
1242;000892012;4
673;000462009;4
3784;106712014;4
3783;106112014;4
4201;405012014;4
3305;020012014;4
669;000462005;4
3773;105612014;4
1235;000892005;4
662;000452012;4
1230;000882011;4
311;000212006;4
153;000112007;4
3366;023012014;4
659;000452009;4
756;000502015;4
4187;400012014;4
3847;160462013;4
3884;161772013;4
761;000512005;4
1201;000862003;4
647;000442009;4
3853;160842013;4
645;000442007;4
3857;160892013;4
1184;000842009;4
3859;160902013;4
3860;160912013;4
3735;101362014;4
164;000122002;4
787;000532005;4
3698;100562014;4
789;000532007;4
984;000682004;4
985;000682005;4
3807;111012014;4
544;000372008;4
35;000032004;4
894;000612005;4
974;000672007;4
886;000602008;4
4293;900022010;4
881;000602002;4
1004;000692012;4
34;000032003;4
182;000132007;4
1025;000712006;4
987;000682008;4
3613;100022011;4
207;000152002;4
49;000042004;4
920;000632005;4
3973;203012014;4
906;000622004;4
64;000052006;4
3970;202012015;4
506;000342008;4
925;000632010;4
932;000642004;4
492;000332007;4
198;000142008;4
75;000062003;4
946;000652004;4
3612;100012015;4
961;000662007;4
969;000662015;4
1027;000712009;4
446;000302002;4
441;0002D2013;4
4328;C19012013;4
379;000262004;4
4418;P01012011;4
1086;000762007;4
802;000542007;4
354;000242006;4
1099;000772009;4
1105;000772015;4
800;000542005;4
1109;000782006;4
4497;TP0012011;4
1118;000782015;4
1120;000792005;4
618;000422007;4
3887;161982013;4
1121;000792006;4
1079;000752012;4
3886;161932013;4
3915;165122014;4
4493;SOB132012;4
423;000292007;4
422;000292006;4
1050;000732007;4
571;000392007;4
3476;041542014;4
4492;SOB122012;4
835;000562015;4
4329;C50012013;4
828;000562008;4
225;000162004;4
588;000402002;4
826;000562006;4
394;000272006;4
1074;000752007;4
180;000132005;4
4107;214482014;4
3803;110012014;4
2263;002242010;4
3032;010272013;4
2631;004092014;4
1766;001452013;4
3222;011472013;4
1991;001782008;4
1762;001452009;4
1512;001142010;4
1618;001262015;4
2477;002852015;4
2551;003292010;4
1759;001442014;4
1392;001022010;4
1844;001562013;4
2548;003272013;4
1848;001572010;4
1886;001622013;4
1632;001282009;4
1321;000962015;4
2162;002062011;4
2941;010012011;4
2138;002002014;4
1685;001342010;4
2509;003012009;4
3178;011062010;4
2857;006862014;4
1526;001152015;4
3232;012011AJU;4
1780;001472011;4
1313;000962007;4
3109;010582013;4
3041;010302015;4
2856;006812011;4
3228;011752010;4
1720;001382015;4
1842;001562011;4
2320;002382012;4
1311;000952015;4
1612;001262009;4
1322;000972006;4
1748;001422014;4
1858;001582012;4
2734;004712011;4
1484;001112010;4
1739;001412011;4
2012;001802014;4
1734;001402015;4
1373;001002014;4
1733;001402014;4
2018;001812011;4
1348;000992013;4
1651;001302013;4
2194;002112014;4
1879;001612012;4
2298;002322015;4
3078;010442012;4
2301;002332010;4
1367;001002007;4
2727;004672011;4
3193;011222013;4
2662;004302014;4
1740;001412013;4
1446;001072013;4
2170;002072012;4
3096;010522013;4
2929;0096a2013;4
2752;004892012;4
2020;001812014;4
2217;002152015;4
1334;000982008;4
1335;000982010;4
1381;001012012;4
1636;001282015;4
1872;001602012;4
2186;002102009;4
1494;001122010;4
1726;0013T2009;4
3094;010522008;4
1342;000992007;4
1307;000952011;4
1978;001762013;4
2525;003122013;4
3028;010262013;4
1586;001222015;4
2239;002192011;4
2097;001942011;4
2993;010132014;4
2784;005342010;4
1554;001192009;4
1279;000932005;4
2585;003532014;4
2230;002172015;4
2056;001872010;4
2808;0058A2010;4
1413;001042010;4
1411;001042007;4
1408;001032015;4
3118;010622012;4
2991;010132010;4
1566;001202010;4
2417;002622013;4
1567;001202011;4
3282;01C202010;4
1824;001532011;4
1259;000912006;4
2873;007472014;4
2716;004622009;4
2390;002562009;4
1261;000912008;4
2350;002462009;4
1428;001052015;4
1571;001202015;4
1263;000912010;4
1433;001062009;4
2412;002612013;4
2984;010102013;4
1568;001202012;4
1269;000922006;4
3137;010752014;4
1832;001542015;4
2104;001952012;4
1294;000942009;4
2333;002422009;4
1937;001702013;4
3020;010232013;4
1533;001162012;4
3015;010212011;4
1406;001032013;4
2571;003402013;4
3013;010202013;4
1407;001032014;4
1296;000942011;4
1686;001342011;4
2126;001992013;4
1787;001482013;4
2257;002232010;4
1710;001372014;4
1534;001162013;4
1596;001242010;4
1293;000942008;4
1303;000952007;4
2228;002172013;4
1965;001742014;4
1292;000942007;4
2105;001952013;4
1796;001492014;4
1692;001352010;4
1305;000952009;4
1912;001662014;4
1542;001172012;4
310;000212005;5
2199;002122011;5
1431;001062007;5
2234;002182013;5
934;000642006;5
4375;CO0862014;5
1437;001062013;5
4203;406012014;5
947;000652005;5
926;000632011;5
971;000672004;5
2210;002142014;5
3597;0A1152010;5
152;000112006;5
563;000382012;5
1668;001322011;5
566;000382015;5
2883;008012014;5
1448;001072015;5
3935;186012014;5
958;000662004;5
1664;001322007;5
1427;001052014;5
1505;001132012;5
610;000412012;5
792;000532010;5
3714;100692008;5
788;000532006;5
1535;001162014;5
3019;010222014;5
3014;010202014;5
1541;001172011;5
3728;101242014;5
209;000152004;5
780;000522012;5
2108;001962011;5
683;000472006;5
1547;001182010;5
3739;101552014;5
258;000182007;5
3740;101562014;5
770;000512015;5
686;000472009;5
3809;111112012;5
765;000512010;5
763;000512007;5
1588;001232009;5
696;000482005;5
226;000162005;5
242;000172006;5
3791;107112014;5
2064;001882011;5
1574;001212010;5
711;000492007;5
2607;003802013;5
1595;001242009;5
674;000462010;5
2957;010042011;5
259;000182008;5
896;000612007;5
1479;001102015;5
616;000422005;5
2918;009012014;5
4344;CC0182012;5
884;000602006;5
1644;001292014;5
4342;CC0162013;5
868;000592010;5
1491;001122006;5
3876;161392013;5
855;000582010;5
631;000432006;5
851;000582006;5
850;000582005;5
2026;001822011;5
3862;160942013;5
3029;010262014;5
3030;010272011;5
2953;010032013;5
4308;933052013;5
269;000192003;5
657;000452007;5
166;000122005;5
2136;002002011;5
2633;004102014;5
1511;001142009;5
1621;001272008;5
1506;001132013;5
989;000682010;5
1496;001122012;5
1614;001262011;5
556;000382005;5
1578;001212015;5
39;000032008;5
1198;000852013;5
1291;000942006;5
1794;001492011;5
1153;000812014;5
391;000272002;5
1049;000732006;5
377;000262002;5
447;000302003;5
1826;001532014;5
1340;000982015;5
1285;000932011;5
1339;000982014;5
1282;000932008;5
16;000012016;5
1711;001372015;5
1031;000712013;5
1287;000932013;5
3260;016352012;5
342;000232008;5
4042;211012015;5
1165;000822014;5
53;000042008;5
521;000352009;5
380;000262005;5
1070;000742015;5
1083;000762002;5
3361;022012015;5
1723;001392012;5
3360;022012014;5
1309;000952013;5
4462;PP21C2013;5
1379;001012010;5
529;000362005;5
466;000312009;5
530;000362006;5
2803;005762013;5
1185;000842010;5
4525;cc1612011;5
1221;000872012;5
33;000032002;5
1320;000962014;5
1274;000922012;5
1753;001432012;5
1897;001642012;5
2377;002522014;5
1271;000922009;5
2493;002942014;5
396;000272008;5
4178;330012014;5
3304;020012009;5
1000;000692008;5
1818;001522014;5
353;000242005;5
1115;000782012;5
4519;TP2012013;5
47;000032016;5
395;000272007;5
1810;001512014;5
543;000372007;5
3963;201012015;5
2866;007022014;5
2360;002482013;5
1169;000832005;5
1892;001632014;5
546;000372010;5
94;000072008;5
1103;000772013;5
2157;002052009;6
1599;001242014;6
462;000312005;6
1752;001432011;6
839;000572007;6
1763;001452010;6
643;000442005;6
1125;000792011;6
2450;002752014;6
1308;000952012;6
3408;037952009;6
1151;000812012;6
1845;001562014;6
1607;001252015;6
820;000552012;6
644;000442006;6
1513;001142011;6
2314;002372007;6
3218;011412014;6
661;000452011;6
2943;010012013;6
104;000082003;6
2566;003372014;6
1550;001182013;6
1277;000922015;6
418;000292002;6
214;000152009;6
223;000162002;6
2590;003562014;6
3315;020132013;6
1582;001222009;6
729;0004D2011;6
697;000482006;6
1240;000892010;6
243;000172007;6
241;000172005;6
3;000012003;6
3298;01TP12011;6
409;000282007;6
407;000282005;6
421;000292005;6
1306;000952010;6
2059;001872014;6
1808;001512011;6
2446;002732014;6
1304;000952008;6
255;000182004;6
1300;000942015;6
790;000532008;6
1838;001552014;6
1186;000842011;6
453;000302010;6
450;000302007;6
1187;000842012;6
1330;000972015;6
448;000302005;6
2431;002652014;6
778;000522010;6
680;000472002;6
1836;001552012;6
773;000522005;6
4077;214052014;6
2339;002432011;6
847;000572015;6
2900;008562008;6
1033;000712015;6
1395;001022013;6
1038;000722008;6
1445;001072012;6
1040;000722010;6
79;000062007;6
78;000062006;6
593;000402008;6
1382;001012013;6
149;000112003;6
151;000112005;6
2899;008552008;6
307;000212002;6
2476;002852009;6
1996;001782014;6
355;000242007;6
1061;000742005;6
2902;008582008;6
603;000412005;6
3083;010462011;6
1884;001622007;6
2267;002252004;6
943;000642015;6
312;000212007;6
3962;201012014;6
988;000682009;6
1699;001362009;6
1425;001052011;6
1426;001052013;6
3786;106912014;6
1417;001042014;6
2878;0078A2013;6
4400;CV33A2013;6
560;000382009;6
2867;007152014;6
298;000202008;6
562;000382011;6
1414;001042011;6
1436;001062012;6
117;000092002;6
118;000092003;6
321;00022011A;6
2719;004632009;6
569;000392005;6
133;000102002;6
2486;002902013;6
951;000652009;6
1415;001042012;6
297;000202007;6
809;000542015;6
873;000592015;6
339;000232005;6
519;000352007;6
1349;000992014;6
859;000582014;6
336;000232002;6
619;000422008;6
863;000592005;6
2019;001812013;6
1336;000982011;6
523;000352011;6
633;000432008;6
2919;009022014;6
1333;000982007;6
1095;000772005;6
1482;001112008;6
1641;001292011;6
1350;000992015;6
4460;PP21A2013;6
1880;001612013;6
1702;001362014;6
897;000612008;6
613;000412015;6
1741;001412014;6
48;000042003;6
1489;001112015;6
295;000202005;6
1112;000782009;6
2306;002342012;6
480;000322007;7
393;000272005;7
1693;001352011;7
503;000342005;7
630;000432005;7
1871;001602010;7
1633;001282011;7
558;000382007;7
398;000272010;7
1627;001272014;7
4021;208012015;7
637;000432012;7
2600;003642013;7
272;000192007;7
1767;001452014;7
607;000412009;7
570;000392006;7
2010;001802011;7
1732;001402013;7
385;000262010;7
1782;001472014;7
531;000362007;7
4199;403012014;7
533;000362009;7
1788;001482014;7
461;000312004;7
1658;001312011;7
545;000372009;7
534;000362010;7
666;000462002;7
308;000212003;7
268;000192002;7
1803;001502014;7
1592;001232014;7
541;000372005;7
658;000452008;7
626;000422015;7
1775;001462014;7
253;000182002;7
464;000312007;7
491;000332006;7
1067;000742012;7
158;000112012;7
3095;010522011;7
1262;000912009;7
1456;001082013;7
1384;001012015;7
797;000532015;7
801;000542006;7
2534;003182013;7
1039;000722009;7
1393;001022011;7
1405;001032012;7
2535;003192013;7
2172;002072014;7
842;000572010;7
1007;000692015;7
930;000632015;7
994;000682015;7
1519;001152008;7
2161;002062010;7
192;000142002;7
928;000632013;7
1195;000852010;7
123;000092008;7
1289;000932015;7
1514;001142012;7
1438;001062014;7
950;000652008;7
3676;100402006;7
1275;000922013;7
1499;001122015;7
137;000102006;7
195;000142005;7
3354;021012015;7
4317;999972001;7
852;000582007;7
2391;002562010;7
1154;000812015;7
1126;000792012;7
167;000122006;7
1316;000962010;7
1245;000892015;7
24;000022008;7
3412;040012014;7
3380;028012013;7
4303;902552013;7
1116;000782013;7
1150;000812011;7
1102;000772012;7
19;000022003;7
1175;000832011;7
51;000042006;7
1090;000762012;7
1465;001092014;7
2101;001952009;7
1346;000992011;7
1219;000872010;7
3744;101762014;7
1223;000872014;7
2203;002132010;7
1077;000752010;7
912;000622010;7
1164;000822013;7
1141;000802013;7
890;000602012;8
929;000632014;8
148;000112002;8
1478;001102014;8
592;000402007;8
900;000612011;8
913;000622011;8
1015;000702009;8
1442;001072009;8
1843;001562012;8
3407;037942009;8
3409;037962009;8
1124;000792010;8
1162;000822011;8
517;000352005;8
1347;000992012;8
2334;002422010;8
1080;000752013;8
386;000262011;8
2796;0055B2010;8
1058;000732015;8
77;000062005;8
3977;204012015;8
326;000222006;8
91;000072005;8
1017;000702011;8
169;000122008;8
993;000682014;8
105;000082005;8
982;000672015;8
1432;001062008;8
1056;000732013;8
425;000292009;8
1435;001062011;8
1312;000962006;8
632;000432007;8
634;000432009;8
636;000432011;8
408;000282006;8
764;000512009;8
1224;000872015;8
280;000192015;8
1622;001272009;8
775;000522007;8
2;000012002;8
256;000182005;8
794;000532012;8
1825;001532013;8
1232;000882013;8
3301;01TP22011;8
397;000272009;8
2944;010012014;8
1604;001252011;8
1268;000912015;8
177;000132002;8
1635;001282014;8
767;000512012;8
402;000272014;8
227;000162006;8
1585;001222014;8
228;000162007;8
1559;001192014;8
867;000592009;8
750;000502009;8
245;000172009;8
857;000582012;8
709;000492005;8
714;000492010;8
1021;000702015;9
4307;910382012;9
404;000282002;9
1042;000722012;9
537;000362013;9
3353;021012014;9
701;000482010;9
260;000182009;9
1032;000712014;9
478;000322005;9
1403;001032010;9
1404;001032011;9
2317;002372012;9
678;000462014;9
1100;000772010;9
1380;001012011;9
507;000342009;9
2060;001872015;9
1101;000772011;9
751;000502010;9
1093;000762015;9
3241;013012011;9
1163;000822012;9
1188;000842013;9
1746;001422011;9
1087;000762009;9
212;000152007;9
1082;000752015;9
1329;000972014;9
38;000032007;9
682;000472005;9
387;000262012;9
1174;000832010;9
781;000522013;9
1065;000742010;9
1487;001112013;9
594;000402009;9
1231;000882012;9
1439;001062015;9
1276;000922014;9
832;000562012;9
136;000102005;9
138;000102007;9
1504;001132011;9
1455;001082011;9
4333;CC0012013;9
1462;001092011;9
1208;000862011;9
2005;001792014;9
899;000612010;9
1661;001312014;9
1660;001312013;9
870;000592012;9
426;000292010;9
2359;002482012;9
625;000422014;9
888;000602010;9
1483;001112009;9
1923;001682013;9
1617;001262014;9
93;000072007;9
1515;001142013;9
232;000162011;9
122;000092007;9
121;000092006;9
976;000672009;9
2231;002182009;9
561;000382010;9
2627;004052006;10
1416;001042013;10
1650;001302011;10
1337;000982012;10
821;000552013;10
251;000172015;10
1114;000782011;10
623;000422012;10
893;000602015;10
1584;001222011;10
292;000202002;10
748;000502007;10
1606;001252014;10
366;000252005;10
107;000082007;10
95;000072009;10
369;000252009;10
716;000492012;10
898;000612009;10
1343;000992008;10
112;000082012;10
1128;000792014;10
1052;000732009;10
535;000362011;10
1199;000852014;10
1374;001002015;10
3033;010282012;10
1143;000802015;10
940;000642012;10
1549;001182012;10
3954;200142009;10
1196;000852011;10
804;000542010;10
2029;001822014;10
196;000142006;10
1905;001652014;10
689;000472012;10
375;000252015;10
510;000342012;10
1878;001612010;10
1255;000902013;10
1624;001272011;10
1137;000802009;10
399;000272011;11
2795;0055A2010;11
428;000292012;11
1284;000932010;11
1209;000862012;11
1207;000862010;11
451;000302008;11
3253;015012013;11
452;000302009;11
4499;TP0012013;11
414;000282012;11
231;000162010;11
904;000612015;11
902;000612013;11
901;000612012;11
3611;100012014;11
1652;001302014;11
872;000592014;11
871;000592013;11
858;000582013;11
173;000122012;11
175;000122014;11
1628;001272015;11
648;000442010;11
276;000192011;11
829;000562009;11
653;000442015;11
823;000552015;11
815;000552007;11
805;000542011;11
199;000142009;11
1544;001172014;11
1557;001192012;11
2090;001932011;11
229;000162008;11
230;000162009;11
469;000312012;11
604;000412006;11
400;000272012;11
512;000342014;11
346;000232012;11
1345;000992010;11
1859;001582013;11
576;000392012;11
1081;000752014;11
2303;002332012;11
1113;000782010;11
65;000052007;11
66;000052008;11
1324;000972008;11
1001;000692009;11
1418;001042015;11
965;000662011;11
37;000032006;11
1139;000802011;11
81;000062009;11
500;000332015;11
263;000182012;12
357;000242009;12
2062;001882009;12
315;000212010;12
22;000022006;12
63;000052005;12
1887;001622014;12
170;000122009;12
120;000092005;12
124;000092009;12
126;000092011;12
197;000142007;12
372;000252012;12
1256;000902014;12
817;000552009;12
539;000362015;12
597;000402012;12
606;000412008;12
639;000432014;12
692;000472015;12
1577;001212014;12
715;000492011;12
719;000492015;12
1551;001182014;12
808;000542014;12
860;000582015;12
1443;001072010;12
964;000662010;12
991;000682012;12
992;000682013;12
1338;000982013;12
1117;000782014;12
1319;000962013;12
1161;000822010;12
3359;022011CPL;12
1286;000932012;12
1220;000872011;12
1233;000882014;12
509;000342011;12
490;000332005;12
600;000402015;12
718;000492014;13
331;000222011;13
818;000552010;13
67;000052009;13
275;000192010;13
564;000382013;13
2885;0080A2006;13
687;000472010;13
677;000462013;13
990;000682011;13
676;000462012;13
977;000672010;13
111;000082011;13
579;000392015;13
591;000402006;13
595;000402010;13
187;000132012;13
300;000202010;13
143;000102012;13
924;000632009;13
845;000572013;13
917;000622015;13
2218;002162008;13
622;000422011;13
155;000112009;13
640;000432015;13
1477;001102013;13
277;000192012;13
332;000222012;13
1078;000752011;13
1028;000712010;13
486;000322013;13
205;000142015;13
803;000542009;13
698;000482007;13
370;000252010;13
1211;000862014;13
1576;001212012;13
1229;000882010;13
498;000332013;13
2764;005092010;13
215;000152010;13
411;000282009;13
706;000482015;14
574;000392010;14
1273;000922011;14
1298;000942013;14
854;000582009;14
1210;000862013;14
853;000582008;14
140;000102009;14
266;000182015;14
844;000572012;14
455;000302012;14
914;000622012;14
2160;002062009;14
942;000642014;14
939;000642011;14
1498;001122014;14
139;000102008;14
299;000202009;14
184;000132009;14
109;000082009;14
1267;000912014;14
1091;000762013;14
52;000042007;14
524;000352012;14
1369;001002010;14
248;000172012;14
1372;001002013;14
343;000232009;14
244;000172008;14
650;000442012;14
1057;000732014;14
1142;000802014;14
1149;000812010;14
679;000462015;14
819;000552011;14
1053;000732010;14
1045;000722015;14
1485;001112011;14
92;000072006;14
551;000372015;14
348;000232014;14
1016;000702010;14
217;000152012;14
320;000212015;14
318;000212013;14
1003;000692011;14
216;000152011;15
1570;001202014;15
247;000172011;15
766;000512011;15
833;000562013;15
236;000162015;15
705;000482014;15
4305;904052006;15
831;000562011;15
1590;001232011;15
691;000472014;15
807;000542013;15
665;000452015;15
273;000192008;15
834;000562014;15
649;000442011;15
1138;000802010;15
274;000192009;15
536;000362012;15
21;000022005;15
968;000662014;15
456;000302013;15
359;000242011;15
1104;000772014;15
937;000642009;15
371;000252011;15
467;000312010;15
1453;001082009;15
1257;000902015;16
1310;000952014;16
1241;000892011;16
23;000022007;16
1178;000832014;16
791;000532009;16
783;000522015;16
1299;000942014;16
1266;000912013;16
43;000032012;16
413;000282011;16
6;000012006;16
1288;000932014;16
1055;000732012;16
59;000042014;16
887;000602009;16
915;000622013;16
156;000112010;16
141;000102010;16
373;000252013;16
953;000652011;16
956;000652014;16
50;000042005;16
390;000262015;16
106;000082006;16
96;000072010;16
1005;000692013;16
86;000062014;16
1043;000722013;16
1054;000732011;16
1066;000742011;16
2236;002192008;16
957;000652015;16
472;000312015;16
384;000262009;16
620;000422009;16
468;000312011;16
305;000202015;16
573;000392009;16
470;000312013;16
702;000482011;16
703;000482012;16
458;000302015;16
495;000332010;16
1575;001212011;16
1176;000832012;17
174;000122013;17
527;000352015;17
547;000372011;17
548;000372012;17
608;000412010;17
638;000432013;17
5;000012005;17
846;000572014;17
1677;001332011;17
841;000572009;17
1597;001242011;17
1691;001352009;17
822;000552014;17
3711;100672011;17
700;000482009;17
144;000102013;17
635;000432010;17
1475;001102011;17
345;000232011;17
417;000282015;17
892;000602014;17
1325;000972009;17
429;000292013;17
41;000032010;17
525;000352013;17
54;000042009;17
624;000422013;18
609;000412011;18
1444;001072011;18
652;000442014;18
663;000452013;18
279;000192014;18
941;000642013;18
577;000392013;18
891;000602013;18
980;000672013;18
97;000072011;18
1029;000712011;18
234;000162013;18
36;000032005;18
565;000382014;18
1019;000702013;18
55;000042010;18
796;000532014;18
8;000012008;18
57;000042012;18
793;000532011;18
2838;0062A2010;19
344;000232010;19
1189;000842014;19
511;000342013;19
484;000322011;19
1089;000762011;19
316;000212011;19
526;000352014;19
125;000092010;19
363;000242015;19
550;000372014;19
963;000662009;19
415;000282013;19
101;000072015;19
578;000392014;19
329;000222009;19
302;000202012;19
403;000272015;19
249;000172013;19
250;000172014;19
782;000522014;19
889;000602011;19
388;000262013;19
176;000122015;19
795;000532013;19
806;000542012;19
675;000462011;19
265;000182014;19
1044;000722014;20
401;000272013;20
488;000322015;20
967;000662013;20
1018;000702012;20
114;000082014;20
113;000082013;20
717;000492013;20
186;000132011;20
430;000292014;20
843;000572011;20
160;000112014;20
261;000182010;20
68;000052010;20
157;000112011;20
301;000202011;20
916;000622014;20
330;000222010;20
485;000322012;20
1092;000762014;20
1244;000892014;21
768;000512013;21
664;000452014;21
412;000282010;21
508;000342010;21
522;000352010;21
70;000052012;21
358;000242010;21
1068;000742013;21
7;000012007;21
1030;000712012;21
538;000362014;21
431;000292015;21
598;000402013;21
200;000142010;21
1127;000792013;21
202;000142012;22
204;000142014;22
1041;000722011;22
328;000222008;22
317;000212012;22
235;000162014;22
496;000332011;22
189;000132014;22
314;000212009;22
303;000202013;22
128;000092013;22
172;000122011;22
1243;000892013;22
1495;001122011;22
621;000422010;23
856;000582011;23
145;000102014;23
575;000392011;23
335;000222015;23
85;000062013;23
99;000072013;23
752;000502011;23
188;000132013;23
69;000052011;23
42;000032011;23
190;000132015;23
362;000242014;23
513;000342015;24
903;000612014;24
360;000242012;24
304;000202014;24
497;000332012;24
319;000212014;24
954;000652012;24
201;000142011;24
1434;001062010;24
966;000662012;24
220;000152015;24
26;000022010;25
171;000122010;25
349;000232015;25
56;000042011;25
146;000102015;25
389;000262014;25
110;000082010;25
100;000072014;25
98;000072012;25
549;000372013;25
753;000502012;25
218;000152013;25
755;000502014;26
361;000242013;26
278;000192013;26
688;000472011;26
416;000282014;26
185;000132010;26
374;000252014;26
83;000062011;26
71;000052013;26
454;000302011;26
651;000442013;26
246;000172010;26
334;000222014;27
87;000062015;27
233;000162012;27
129;000092014;27
911;000622009;27
599;000402014;27
347;000232013;27
262;000182011;27
58;000042013;28
487;000322014;28
264;000182013;28
142;000102011;28
333;000222013;28
927;000632012;28
28;000022012;29
30;000022014;29
72;000052014;29
127;000092012;29
1020;000702014;29
611;000412013;29
130;000092015;29
777;000522009;29
115;000082015;30
660;000452010;30
955;000652013;30
494;000332009;30
45;000032014;30
869;000592011;31
25;000022009;31
9;000012009;31
427;000292011;31
612;000412014;32
1006;000692014;32
159;000112013;32
769;000512014;32
690;000472013;32
40;000032009;32
161;000112015;33
483;000322010;33
84;000062012;33
457;000302014;33
978;000672011;33
203;000142013;33
10;000012010;33
499;000332014;34
44;000032013;34
754;000502013;35
704;000482013;35
82;000062010;35
596;000402011;36
471;000312014;37
60;000042015;38
31;000022015;38
219;000152014;38
1370;001002011;40
779;000522011;40
11;000012011;40
73;000052015;43
29;000022013;43
14;000012014;47
27;000022011;47
46;000032015;48
12;000012012;49
13;000012013;56
15;000012015;79
